date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:55:15	18689/18689	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:11%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/photo4.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/photo4.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:16	17591/17591	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:11%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h1.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/h1.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:16	7861/7861	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:11%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h3.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/h3.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:17	29804/29804	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:12%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h2.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/h2.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:17	8626/8626	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:12%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h4.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/h4.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:17	17413/17413	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:12%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/links3.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/links3.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:18	11365/11365	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:13%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/photo3.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/photo3.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:18	26660/26660	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:13%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/links1.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/links1.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:19	18377/18377	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:14%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/photo1.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/photo1.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:19	11017/11017	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:15%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/photo2.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/photo2.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:19	26308/26308	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:15%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/apt2.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/apt2.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:20	25667/25667	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:15%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/apt3.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/apt3.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:20	8232/8232	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:16%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h0.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/h0.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:20	9241/9241	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:16%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/apt4.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/apt4.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:21	20538/20538	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:16%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/Email.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/Email.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:21	48479/48479	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:17%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/uh5.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/uh5.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:21	162/162	---M--	200	added ('OK')	image/gif	etag:%2270f3bc7e2278c41:0%22	http://teacherweb.com/dividers/divStyleBlue.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/dividers/divStyleBlue.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:22	27876/27876	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:17%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx?print=true	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/h52888.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:22	192/192	---M--	302	error ('Found')	text/html	date:Sat,%2002%20Dec%202017%2006:55:18%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/update.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/update.1b.delayed	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:22	8433/8433	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:18%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/login.aspx?returnUrl=update.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/loginb6ea.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:23	61/61	---M--	200	added ('OK')	image/gif	etag:%224ad99198b426ca1:0%22	http://teacherweb.com/layout/graphics/mytw_logo_cstpgs_wht.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/layout/graphics/mytw_logo_cstpgs_wht.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/h5.aspx)
22:55:23	788/788	---M--	200	added ('OK')	image/jpeg	etag:%229851109e4782c41:0%22	http://teacherweb.com/backgrounds/StyleBeige.jpg	C:/My%20Web%20Sites/padilla/teacherweb.com/backgrounds/StyleBeige.jpg	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/__web.css)
22:55:23	6039/6039	---M-Z	200	added ('OK')	application/x-javascript	etag:%224f481c3ee46d31:0%22	http://img.en25.com/i/elqCfg.min.js	C:/My%20Web%20Sites/padilla/img.en25.com/i/elqCfg.min.js	(from http://teacherweb.com/assets/js/googleanalytics.js)
22:55:24	111793/111793	---M-Z	200	added ('OK')	application/x-javascript	etag:%22028c99886c1cc1:0%22	http://images02.teacherweb.com/Content/js/jquery.min.js	C:/My%20Web%20Sites/padilla/images02.teacherweb.com/Content/js/jquery.min.js	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:25	2502/2502	---M--	200	added ('OK')	application/x-javascript	etag:%2203820b6a63cd1:0%22	http://images02.teacherweb.com/Content/js/teacherweb.js	C:/My%20Web%20Sites/padilla/images02.teacherweb.com/Content/js/teacherweb.js	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:25	285523/285523	---M--	200	added ('OK')	application/x-javascript	etag:%22028c99886c1cc1:0%22	http://images02.teacherweb.com/Content/js/jquery-ui.min.js	C:/My%20Web%20Sites/padilla/images02.teacherweb.com/Content/js/jquery-ui.min.js	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:25	3030/3030	---M--	200	added ('OK')	image/gif	etag:%2202eff48d9cc01:0%22	http://teacherweb.com/images/animailbox1.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/animailbox1.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:25	1982/1982	---M--	200	added ('OK')	image/gif	etag:%220b26726ce66c01:0%22	http://teacherweb.com/images/schoolhouseSM.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/schoolhouseSM.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:26	2795/2795	---M--	200	added ('OK')	image/jpeg	etag:%2294d57ddcff1ec11:0%22	http://teacherweb.com/images/TeachingLatinGreek.jpg	C:/My%20Web%20Sites/padilla/teacherweb.com/images/TeachingLatinGreek.jpg	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:26	5684/5684	---M--	200	added ('OK')	image/gif	etag:%22cc817b8d59eec31:0%22	http://teacherweb.com/images/Schedule.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/Schedule.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:26	5984/5984	---M--	200	added ('OK')	image/gif	etag:%225c8b188ef47fc41:0%22	http://teacherweb.com/images/PR-SupplyList.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/PR-SupplyList.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:27	11595/11595	---M--	200	added ('OK')	image/gif	etag:%2280e5e72f1c6fc31:0%22	http://teacherweb.com/images/aniBookPageFlip.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/aniBookPageFlip.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:27	2955/2955	---M--	200	added ('OK')	image/jpeg	etag:%22ea84f43b2721c11:0%22	http://teacherweb.com/images/Debate.jpg	C:/My%20Web%20Sites/padilla/teacherweb.com/images/Debate.jpg	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:27	6818/6818	---M--	200	added ('OK')	image/gif	etag:%22d8aaefc56a71c11:0%22	http://teacherweb.com/images/Documents3.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/Documents3.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:28	3687/3687	---M--	200	added ('OK')	image/gif	etag:%22b888f2406173c41:0%22	http://teacherweb.com/images/homework.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/homework.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:28	4044/4044	---M--	200	added ('OK')	image/gif	etag:%22014de3f31dc01:0%22	http://teacherweb.com/images/Assignment.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/Assignment.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:28	2610/2610	---M--	200	added ('OK')	image/gif	etag:%229ccdc4c51378c41:0%22	http://teacherweb.com/images/links.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/links.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:28	7088/7088	---M--	200	added ('OK')	image/gif	etag:%222beef5de71c11:0%22	http://teacherweb.com/images/Documents2.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/Documents2.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:29	7380/7380	---M--	200	added ('OK')	image/gif	etag:%22a0f9bbf5de71c11:0%22	http://teacherweb.com/images/Documents.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/Documents.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:29	4611/4611	---M--	200	added ('OK')	image/gif	etag:%220b24f193f66c01:0%22	http://teacherweb.com/images/Photos.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/Photos.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:30	5431/5431	---M--	200	added ('OK')	image/gif	etag:%2202ecc86d7a0c81:0%22	http://teacherweb.com/images/RaisingFlagOnIwoJima.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/RaisingFlagOnIwoJima.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:30	4095/4095	---M--	200	added ('OK')	image/jpeg	etag:%223a62f4908126c11:0%22	http://teacherweb.com/images/BookComputer.jpg	C:/My%20Web%20Sites/padilla/teacherweb.com/images/BookComputer.jpg	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:30	3007/3007	---M--	200	added ('OK')	image/gif	etag:%2280ee88c14973c41:0%22	http://teacherweb.com/images/announce.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/announce.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:30	5031/5031	---M--	200	added ('OK')	image/gif	etag:%22b299f120bf56c11:0%22	http://teacherweb.com/images/WorkingTogether.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/WorkingTogether.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:31	10790/10790	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:27%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/Syndication.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/Syndication.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:31	322/322	---M--	200	added ('OK')	image/gif	etag:%2230f5f45dc3a0c71:0%22	http://teacherweb.com/images/rss.gif	C:/My%20Web%20Sites/padilla/teacherweb.com/images/rss.gif	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/index.html)
22:55:32	27455/27455	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:27%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/ut.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/ut.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/t.aspx)
22:55:32	4667/4667	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:28%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/t.aspx?print=true	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/t2888.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/t.aspx)
22:55:32	1907/1907	---M--	200	added ('OK')	text/css	etag:%2205f55de23ebca1:0%22	http://images02.teacherweb.com/Skins/css/table.css?20151116181658	C:/My%20Web%20Sites/padilla/images02.teacherweb.com/Skins/css/tablec4bf.css	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/table0.aspx)
22:55:33	30243/30243	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:28%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/utable0.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/utable0.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/table0.aspx)
22:55:33	8064/8064	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:28%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/table0.aspx?print=true	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/table02888.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/table0.aspx)
22:55:33	16654/16654	---M--	200	added ('OK')	application/x-javascript	etag:%220e09389d97dd11:0%22	http://teacherweb.com/Content/js/jquery.tablednd.js	C:/My%20Web%20Sites/padilla/teacherweb.com/Content/js/jquery.tablednd.js	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/list0.aspx)
22:55:34	31944/31944	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:30%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/ulist0.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/ulist0.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/list0.aspx)
22:55:34	6489/6489	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:30%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/list0.aspx?print=true	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/list02888.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/list0.aspx)
22:55:35	68231/68231	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:30%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/uapt1.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/uapt1.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/apt1.aspx)
22:55:35	11/11	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2002%20Dec%202017%2006:55:31%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/The%20link:%20http://www.ibiblio.org/ebooks/Poe/Red_Death.pdf	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/The%20link_%20http_/www.ibiblio.org/ebooks/Poe/Red_Death.40.delayed	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/apt1.aspx)
22:55:36	832/832	---M--	404	error ('Not%20Found')	image/png	date:Sat,%2002%20Dec%202017%2006:55:34%20GMT	http://1.bp.blogspot.com/-Wh_VCH4HwkI/T5dhPP7-OzI/AAAAAAAAAGM/nLdGpU19pUY/s1600/474152_10150699353812532_634817531_9633202_426871471_o.jpg	C:/My%20Web%20Sites/padilla/1.bp.blogspot.com/-Wh_VCH4HwkI/T5dhPP7-OzI/AAAAAAAAAGM/nLdGpU19pUY/s1600/474152_10150699353812532_634817531_9633202_426871471_o.41.delayed	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/apt1.aspx)
22:55:36	11/11	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2002%20Dec%202017%2006:55:31%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/%20http://www.jacklondons.net/buildafire.html.	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/%20http_/www.jacklondons.net/buildafire.html.42.delayed	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/apt1.aspx)
22:55:36	11/11	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2002%20Dec%202017%2006:55:32%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/%20http://www.facebook.com/home.php?sk=group_168166023207731	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/%20http_/www.facebook.com/home.437997.delayed	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/apt1.aspx)
22:55:36	21266/21266	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:32%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/apt1.aspx?print=true	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/apt12888.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/apt1.aspx)
22:55:37	193/193	---M--	302	error ('Found')	text/html	date:Sat,%2002%20Dec%202017%2006:55:32%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/uphoto4.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/uphoto4.45.delayed	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/photo4.aspx)
22:55:37	8337/8337	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Dec%202017%2006:55:33%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/Login.aspx?returnUrl=uphoto4.aspx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/Logincf7a.html	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/photo4.aspx)
22:55:38	21813/21813	---M-Z	200	added ('OK')	application/octet-stream	date:Wed,%2031%20May%202017%2019:21:40%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/JUNIORADVANCEDPLACEMENTENGLISH---2017.docx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/JUNIORADVANCEDPLACEMENTENGLISH---2017.docx	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/photo4.aspx)
22:55:38	39373/39373	---M-Z	200	added ('OK')	application/pdf	date:Fri,%2009%20May%202014%2017:22:33%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/Sophies-chart.pdf	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/Sophies-chart.pdf	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/photo4.aspx)
22:55:39	84642/84642	---M-Z	200	added ('OK')	application/octet-stream	date:Wed,%2012%20Jul%202017%2018:55:54%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/Sophie-chart-example-1.docx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/Sophie-chart-example-1.docx	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/photo4.aspx)
22:55:39	24576/24576	---M-Z	200	added ('OK')	application/msword	date:Mon,%2017%20Dec%202012%2016:31:37%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/AP-Reading-List---Winter-Break.doc	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/AP-Reading-List---Winter-Break.doc	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/photo4.aspx)
22:55:40	39532/39532	---M-Z	200	added ('OK')	application/octet-stream	date:Wed,%2030%20Mar%202016%2015:36:05%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/AP-Create-your-own-synthesis-prompt.docx	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/AP-Create-your-own-synthesis-prompt.docx	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/photo4.aspx)
22:55:41	51712/51712	---M-Z	200	added ('OK')	application/msword	date:Fri,%2018%20Sep%202015%2020:03:15%20GMT	http://teacherweb.com/CA/AlhambraHighSChool/Padilla/-precis-description-and-examples1.doc	C:/My%20Web%20Sites/padilla/teacherweb.com/CA/AlhambraHighSChool/Padilla/-precis-description-and-examples1.doc	(from http://teacherweb.com/CA/AlhambraHighSChool/Padilla/photo4.aspx)
